Mod:Item:MetaData, Localized Name
StorageDrawersErebus:halfDrawers4:1, Compact Eucalyptus Drawers 2x2
StorageDrawersErebus:halfDrawers4:2, Compact Mahogany Drawers 2x2
StorageDrawersErebus:halfDrawers4:3, Compact Mossbark Drawers 2x2
StorageDrawersErebus:halfDrawers4:4, Compact Asper Drawers 2x2
StorageDrawersErebus:halfDrawers4:5, Compact Cypress Drawers 2x2
StorageDrawersErebus:halfDrawers4:7, Compact White Drawers 2x2
StorageDrawersErebus:halfDrawers4:8, Compact Bamboo Drawers 2x2
StorageDrawersErebus:halfDrawers4:9, Compact Rotten Drawers 2x2
StorageDrawersErebus:halfDrawers4:10, Compact Marshwood Drawers 2x2
StorageDrawersErebus:halfDrawers4:14, Compact Scorched Drawers 2x2
StorageDrawersErebus:halfDrawers4:15, Compact Varnished Drawers 2x2
StorageDrawersErebus:trim:0, Baobab Trim
StorageDrawersErebus:trim:1, Eucalyptus Trim
StorageDrawersErebus:trim:2, Mahogany Trim
StorageDrawersErebus:trim:3, Mossbark Trim
StorageDrawersErebus:trim:4, Asper Trim
StorageDrawersErebus:trim:5, Cypress Trim
StorageDrawersErebus:trim:7, White Trim
StorageDrawersErebus:trim:8, Bamboo Trim
StorageDrawersErebus:trim:9, Rotten Trim
StorageDrawersErebus:trim:10, Marshwood Trim
StorageDrawersErebus:trim:14, Scorched Trim
StorageDrawersErebus:trim:15, Varnished Trim
StorageDrawersForestry:fullDrawers1A:0, Larch Drawer
StorageDrawersForestry:fullDrawers1A:1, Teak Drawer
StorageDrawersForestry:fullDrawers1A:2, Acacia Drawer
StorageDrawersForestry:fullDrawers1A:3, Lime Drawer
StorageDrawersForestry:fullDrawers1A:4, Chestnut Drawer
StorageDrawersForestry:fullDrawers1A:5, Wenge Drawer
StorageDrawersForestry:fullDrawers1A:6, Baobab Drawer
StorageDrawersForestry:fullDrawers1A:7, Sequoia Drawer
StorageDrawersForestry:fullDrawers1A:8, Kapok Drawer
StorageDrawersForestry:fullDrawers1A:9, Ebony Drawer
StorageDrawersForestry:fullDrawers1A:10, Mahogany Drawer
StorageDrawersForestry:fullDrawers1A:11, Balsa Drawer
StorageDrawersForestry:fullDrawers1A:12, Willow Drawer
StorageDrawersForestry:fullDrawers1A:13, Walnut Drawer
StorageDrawersForestry:fullDrawers1A:14, Greenheart Drawer
StorageDrawersForestry:fullDrawers1A:15, Cherry Drawer
StorageDrawersForestry:fullDrawers1B:0, Mahoe Drawer
StorageDrawersForestry:fullDrawers1B:1, Poplar Drawer
StorageDrawersForestry:fullDrawers1B:2, Palm Drawer
StorageDrawersForestry:fullDrawers1B:3, Papaya Drawer
StorageDrawersForestry:fullDrawers1B:4, Pine Drawer
StorageDrawersForestry:fullDrawers1B:5, Plum Drawer
StorageDrawersForestry:fullDrawers1B:6, Maple Drawer
StorageDrawersForestry:fullDrawers1B:7, Citrus Drawer
StorageDrawersForestry:fullDrawers1B:8, Giant Sequoia Drawer
StorageDrawersForestry:fullDrawers1B:9, Ipe Drawer
StorageDrawersForestry:fullDrawers1B:10, Padauk Drawer
StorageDrawersForestry:fullDrawers1B:11, Cocobolo Drawer
StorageDrawersForestry:fullDrawers1B:12, Zebrawood Drawer
StorageDrawersForestry:fullDrawers2A:0, Larch Drawers 1x2
StorageDrawersForestry:fullDrawers2A:1, Teak Drawers 1x2
StorageDrawersForestry:fullDrawers2A:2, Acacia Drawers 1x2
StorageDrawersForestry:fullDrawers2A:3, Lime Drawers 1x2
StorageDrawersForestry:fullDrawers2A:4, Chestnut Drawers 1x2
StorageDrawersForestry:fullDrawers2A:5, Wenge Drawers 1x2
StorageDrawersForestry:fullDrawers2A:6, Baobab Drawers 1x2
StorageDrawersForestry:fullDrawers2A:7, Sequoia Drawers 1x2
StorageDrawersForestry:fullDrawers2A:8, Kapok Drawers 1x2
StorageDrawersForestry:fullDrawers2A:9, Ebony Drawers 1x2
StorageDrawersForestry:fullDrawers2A:10, Mahogany Drawers 1x2
StorageDrawersForestry:fullDrawers2A:11, Balsa Drawers 1x2
StorageDrawersForestry:fullDrawers2A:12, Willow Drawers 1x2
StorageDrawersForestry:fullDrawers2A:13, Walnut Drawers 1x2
StorageDrawersForestry:fullDrawers2A:14, Greenheart Drawers 1x2
StorageDrawersForestry:fullDrawers2A:15, Cherry Drawer 1x2
StorageDrawersForestry:fullDrawers2B:0, Mahoe Drawer 1x2
StorageDrawersForestry:fullDrawers2B:1, Poplar Drawer 1x2
StorageDrawersForestry:fullDrawers2B:2, Palm Drawer 1x2
StorageDrawersForestry:fullDrawers2B:3, Papaya Drawer 1x2
StorageDrawersForestry:fullDrawers2B:4, Pine Drawer 1x2
StorageDrawersForestry:fullDrawers2B:5, Plum Drawer 1x2
StorageDrawersForestry:fullDrawers2B:6, Maple Drawer 1x2
StorageDrawersForestry:fullDrawers2B:7, Citrus Drawer 1x2
StorageDrawersForestry:fullDrawers2B:8, Giant Sequoia Drawer 1x2
StorageDrawersForestry:fullDrawers2B:9, Ipe Drawer 1x2
StorageDrawersForestry:fullDrawers2B:10, Padauk Drawer 1x2
StorageDrawersForestry:fullDrawers2B:11, Cocobolo Drawer 1x2
StorageDrawersForestry:fullDrawers2B:12, Zebrawood Drawer 1x2
StorageDrawersForestry:fullDrawers4A:0, Larch Drawers 2x2
StorageDrawersForestry:fullDrawers4A:1, Teak Drawers 2x2
StorageDrawersForestry:fullDrawers4A:2, Acacia Drawers 2x2
StorageDrawersForestry:fullDrawers4A:3, Lime Drawers 2x2
StorageDrawersForestry:fullDrawers4A:4, Chestnut Drawers 2x2
StorageDrawersForestry:fullDrawers4A:5, Wenge Drawers 2x2
StorageDrawersForestry:fullDrawers4A:6, Baobab Drawers 2x2
StorageDrawersForestry:fullDrawers4A:7, Sequoia Drawers 2x2
StorageDrawersForestry:fullDrawers4A:8, Kapok Drawers 2x2
StorageDrawersForestry:fullDrawers4A:9, Ebony Drawers 2x2
StorageDrawersForestry:fullDrawers4A:10, Mahogany Drawers 2x2
StorageDrawersForestry:fullDrawers4A:11, Balsa Drawers 2x2
StorageDrawersForestry:fullDrawers4A:12, Willow Drawers 2x2
StorageDrawersForestry:fullDrawers4A:13, Walnut Drawers 2x2
StorageDrawersForestry:fullDrawers4A:14, Greenheart Drawers 2x2
StorageDrawersForestry:fullDrawers4A:15, Cherry Drawer 2x2
StorageDrawersForestry:fullDrawers4B:0, Mahoe Drawer 2x2
StorageDrawersForestry:fullDrawers4B:1, Poplar Drawer 2x2
StorageDrawersForestry:fullDrawers4B:2, Palm Drawer 2x2
StorageDrawersForestry:fullDrawers4B:3, Papaya Drawer 2x2
StorageDrawersForestry:fullDrawers4B:4, Pine Drawer 2x2
StorageDrawersForestry:fullDrawers4B:5, Plum Drawer 2x2
StorageDrawersForestry:fullDrawers4B:6, Maple Drawer 2x2
StorageDrawersForestry:fullDrawers4B:7, Citrus Drawer 2x2
StorageDrawersForestry:fullDrawers4B:8, Giant Sequoia Drawer 2x2
StorageDrawersForestry:fullDrawers4B:9, Ipe Drawer 2x2
StorageDrawersForestry:fullDrawers4B:10, Padauk Drawer 2x2
StorageDrawersForestry:fullDrawers4B:11, Cocobolo Drawer 2x2
StorageDrawersForestry:fullDrawers4B:12, Zebrawood Drawer 2x2
StorageDrawersForestry:halfDrawers2A:0, Compact Larch Drawers 1x2
StorageDrawersForestry:halfDrawers2A:1, Compact Teak Drawers 1x2
StorageDrawersForestry:halfDrawers2A:2, Compact Acacia Drawers 1x2
StorageDrawersForestry:halfDrawers2A:3, Compact Lime Drawers 1x2
StorageDrawersForestry:halfDrawers2A:4, Compact Chestnut Drawers 1x2
StorageDrawersForestry:halfDrawers2A:5, Compact Wenge Drawers 1x2
StorageDrawersForestry:halfDrawers2A:6, Compact Baobab Drawers 1x2
StorageDrawersForestry:halfDrawers2A:7, Compact Sequoia Drawers 1x2
StorageDrawersForestry:halfDrawers2A:8, Compact Kapok Drawers 1x2
StorageDrawersForestry:halfDrawers2A:9, Compact Ebony Drawers 1x2
StorageDrawersForestry:halfDrawers2A:10, Compact Mahogany Drawers 1x2
StorageDrawersForestry:halfDrawers2A:11, Compact Balsa Drawers 1x2
StorageDrawersForestry:halfDrawers2A:12, Compact Willow Drawers 1x2
StorageDrawersForestry:halfDrawers2A:13, Compact Walnut Drawers 1x2
StorageDrawersForestry:halfDrawers2A:14, Compact Greenheart Drawers 1x2
StorageDrawersForestry:halfDrawers2A:15, Compact Cherry Drawer 1x2
StorageDrawersForestry:halfDrawers2B:0, Compact Mahoe Drawer 1x2
StorageDrawersForestry:halfDrawers2B:1, Compact Poplar Drawer 1x2
StorageDrawersForestry:halfDrawers2B:2, Compact Palm Drawer 1x2
StorageDrawersForestry:halfDrawers2B:3, Compact Papaya Drawer 1x2
StorageDrawersForestry:halfDrawers2B:4, Compact Pine Drawer 1x2
StorageDrawersForestry:halfDrawers2B:5, Compact Plum Drawer 1x2
StorageDrawersForestry:halfDrawers2B:6, Compact Maple Drawer 1x2
StorageDrawersForestry:halfDrawers2B:7, Compact Citrus Drawer 1x2
StorageDrawersForestry:halfDrawers2B:8, Compact Giant Sequoia Drawer 1x2
StorageDrawersForestry:halfDrawers2B:9, Compact Ipe Drawer 1x2
StorageDrawersForestry:halfDrawers2B:10, Compact Padauk Drawer 1x2
StorageDrawersForestry:halfDrawers2B:11, Compact Cocobolo Drawer 1x2
StorageDrawersForestry:halfDrawers2B:12, Compact Zebrawood Drawer 1x2
StorageDrawersForestry:halfDrawers4A:0, Compact Larch Drawers 2x2
StorageDrawersForestry:halfDrawers4A:1, Compact Teak Drawers 2x2
StorageDrawersForestry:halfDrawers4A:2, Compact Acacia Drawers 2x2
StorageDrawersForestry:halfDrawers4A:3, Compact Lime Drawers 2x2
StorageDrawersForestry:halfDrawers4A:4, Compact Chestnut Drawers 2x2
StorageDrawersForestry:halfDrawers4A:5, Compact Wenge Drawers 2x2
StorageDrawersForestry:halfDrawers4A:6, Compact Baobab Drawers 2x2
StorageDrawersForestry:halfDrawers4A:7, Compact Sequoia Drawers 2x2
StorageDrawersForestry:halfDrawers4A:8, Compact Kapok Drawers 2x2
StorageDrawersForestry:halfDrawers4A:9, Compact Ebony Drawers 2x2
StorageDrawersForestry:halfDrawers4A:10, Compact Mahogany Drawers 2x2
StorageDrawersForestry:halfDrawers4A:11, Compact Balsa Drawers 2x2
StorageDrawersForestry:halfDrawers4A:12, Compact Willow Drawers 2x2
StorageDrawersForestry:halfDrawers4A:13, Compact Walnut Drawers 2x2
StorageDrawersForestry:halfDrawers4A:14, Compact Greenheart Drawers 2x2
StorageDrawersForestry:halfDrawers4A:15, Compact Cherry Drawer 2x2
StorageDrawersForestry:halfDrawers4B:0, Compact Mahoe Drawer 2x2
StorageDrawersForestry:halfDrawers4B:1, Compact Poplar Drawer 2x2
StorageDrawersForestry:halfDrawers4B:2, Compact Palm Drawer 2x2
StorageDrawersForestry:halfDrawers4B:3, Compact Papaya Drawer 2x2
StorageDrawersForestry:halfDrawers4B:4, Compact Pine Drawer 2x2
StorageDrawersForestry:halfDrawers4B:5, Compact Plum Drawer 2x2
StorageDrawersForestry:halfDrawers4B:6, Compact Maple Drawer 2x2
StorageDrawersForestry:halfDrawers4B:7, Compact Citrus Drawer 2x2
StorageDrawersForestry:halfDrawers4B:8, Compact Giant Sequoia Drawer 2x2
StorageDrawersForestry:halfDrawers4B:9, Compact Ipe Drawer 2x2
StorageDrawersForestry:halfDrawers4B:10, Compact Padauk Drawer 2x2
StorageDrawersForestry:halfDrawers4B:11, Compact Cocobolo Drawer 2x2
StorageDrawersForestry:halfDrawers4B:12, Compact Zebrawood Drawer 2x2
StorageDrawersForestry:trimA:0, Larch Trim
StorageDrawersForestry:trimA:1, Teak Trim
StorageDrawersForestry:trimA:2, Acacia Trim
StorageDrawersForestry:trimA:3, Lime Trim
StorageDrawersForestry:trimA:4, Chestnut Trim
StorageDrawersForestry:trimA:5, Wenge Trim
StorageDrawersForestry:trimA:6, Baobab Trim
StorageDrawersForestry:trimA:7, Sequoia Trim
StorageDrawersForestry:trimA:8, Kapok Trim
StorageDrawersForestry:trimA:9, Ebony Trim
StorageDrawersForestry:trimA:10, Mahogany Trim
StorageDrawersForestry:trimA:11, Balsa Trim
StorageDrawersForestry:trimA:12, Willow Trim
StorageDrawersForestry:trimA:13, Walnut Trim
StorageDrawersForestry:trimA:14, Greenheart Trim
StorageDrawersForestry:trimA:15, Cherry Trim
StorageDrawersForestry:trimB:0, Mahoe Trim
StorageDrawersForestry:trimB:1, Poplar Trim
StorageDrawersForestry:trimB:2, Palm Trim
StorageDrawersForestry:trimB:3, Papaya Trim
StorageDrawersForestry:trimB:4, Pine Trim
StorageDrawersForestry:trimB:5, Plum Trim
StorageDrawersForestry:trimB:6, Maple Trim
StorageDrawersForestry:trimB:7, Citrus Trim
StorageDrawersForestry:trimB:8, Giant Sequoia Trim
StorageDrawersForestry:trimB:9, Ipe Trim
StorageDrawersForestry:trimB:10, Padauk Trim
StorageDrawersForestry:trimB:11, Cocobolo Trim
StorageDrawersForestry:trimB:12, Zebrawood Trim
StorageDrawersNatura:fullDrawers1:0, Eucalyptus Drawer
StorageDrawersNatura:fullDrawers1:1, Sakura Drawer
StorageDrawersNatura:fullDrawers1:2, Ghostwood Drawer
StorageDrawersNatura:fullDrawers1:3, Redwood Drawer
StorageDrawersNatura:fullDrawers1:4, Blood Drawer
StorageDrawersNatura:fullDrawers1:5, Hopseed Drawer
StorageDrawersNatura:fullDrawers1:6, Maple Drawer
StorageDrawersNatura:fullDrawers1:7, Silverbell Drawer
StorageDrawersNatura:fullDrawers1:8, Amaranth Drawer
StorageDrawersNatura:fullDrawers1:9, Tigerwood Drawer
StorageDrawersNatura:fullDrawers1:10, Willow Drawer
StorageDrawersNatura:fullDrawers1:11, Darkwood Drawer
StorageDrawersNatura:fullDrawers1:12, Fusewood Drawer
StorageDrawersNatura:fullDrawers2:0, Eucalyptus Drawers 1x2
StorageDrawersNatura:fullDrawers2:1, Sakura Drawers 1x2
StorageDrawersNatura:fullDrawers2:2, Ghostwood Drawers 1x2
StorageDrawersNatura:fullDrawers2:3, Redwood Drawers 1x2
StorageDrawersNatura:fullDrawers2:4, Blood Drawers 1x2
StorageDrawersNatura:fullDrawers2:5, Hopseed Drawers 1x2
StorageDrawersNatura:fullDrawers2:6, Maple Drawers 1x2
StorageDrawersNatura:fullDrawers2:7, Silverbell Drawers 1x2
StorageDrawersNatura:fullDrawers2:8, Amaranth Drawers 1x2
StorageDrawersNatura:fullDrawers2:9, Tigerwood Drawers 1x2
StorageDrawersNatura:fullDrawers2:10, Willow Drawers 1x2
StorageDrawersNatura:fullDrawers2:11, Darkwood Drawers 1x2
StorageDrawersNatura:fullDrawers2:12, Fusewood Drawers 1x2
StorageDrawersNatura:fullDrawers4:0, Eucalyptus Drawers 2x2
StorageDrawersNatura:fullDrawers4:1, Sakura Drawers 2x2
StorageDrawersNatura:fullDrawers4:2, Ghostwood Drawers 2x2
StorageDrawersNatura:fullDrawers4:3, Redwood Drawers 2x2
StorageDrawersNatura:fullDrawers4:4, Blood Drawers 2x2
StorageDrawersNatura:fullDrawers4:5, Hopseed Drawers 2x2
StorageDrawersNatura:fullDrawers4:6, Maple Drawers 2x2
StorageDrawersNatura:fullDrawers4:7, Silverbell Drawers 2x2
StorageDrawersNatura:fullDrawers4:8, Amaranth Drawers 2x2
StorageDrawersNatura:fullDrawers4:9, Tigerwood Drawers 2x2
StorageDrawersNatura:fullDrawers4:10, Willow Drawers 2x2
StorageDrawersNatura:fullDrawers4:11, Darkwood Drawers 2x2
StorageDrawersNatura:fullDrawers4:12, Fusewood Drawers 2x2
StorageDrawersNatura:halfDrawers2:0, Compact Eucalyptus Drawers 1x2
StorageDrawersNatura:halfDrawers2:1, Compact Sakura Drawers 1x2
StorageDrawersNatura:halfDrawers2:2, Compact Ghostwood Drawers 1x2
StorageDrawersNatura:halfDrawers2:3, Compact Redwood Drawers 1x2
StorageDrawersNatura:halfDrawers2:4, Compact Blood Drawers 1x2
StorageDrawersNatura:halfDrawers2:5, Compact Hopseed Drawers 1x2
StorageDrawersNatura:halfDrawers2:6, Compact Maple Drawers 1x2
StorageDrawersNatura:halfDrawers2:7, Compact Silverbell Drawers 1x2
StorageDrawersNatura:halfDrawers2:8, Compact Amaranth Drawers 1x2
StorageDrawersNatura:halfDrawers2:9, Compact Tigerwood Drawers 1x2
StorageDrawersNatura:halfDrawers2:10, Compact Willow Drawers 1x2
StorageDrawersNatura:halfDrawers2:11, Compact Darkwood Drawers 1x2
StorageDrawersNatura:halfDrawers2:12, Compact Fusewood Drawers 1x2
StorageDrawersNatura:halfDrawers4:0, Compact Eucalyptus Drawers 2x2
StorageDrawersNatura:halfDrawers4:1, Compact Sakura Drawers 2x2
StorageDrawersNatura:halfDrawers4:2, Compact Ghostwood Drawers 2x2
StorageDrawersNatura:halfDrawers4:3, Compact Redwood Drawers 2x2
StorageDrawersNatura:halfDrawers4:4, Compact Blood Drawers 2x2
StorageDrawersNatura:halfDrawers4:5, Compact Hopseed Drawers 2x2
StorageDrawersNatura:halfDrawers4:6, Compact Maple Drawers 2x2
StorageDrawersNatura:halfDrawers4:7, Compact Silverbell Drawers 2x2
StorageDrawersNatura:halfDrawers4:8, Compact Amaranth Drawers 2x2
StorageDrawersNatura:halfDrawers4:9, Compact Tigerwood Drawers 2x2
StorageDrawersNatura:halfDrawers4:10, Compact Willow Drawers 2x2
StorageDrawersNatura:halfDrawers4:11, Compact Darkwood Drawers 2x2
StorageDrawersNatura:halfDrawers4:12, Compact Fusewood Drawers 2x2
StorageDrawersNatura:trim:0, Eucalyptus Trim
StorageDrawersNatura:trim:1, Sakura Trim
StorageDrawersNatura:trim:2, Ghostwood Trim
StorageDrawersNatura:trim:3, Redwood Trim
StorageDrawersNatura:trim:4, Blood Trim
StorageDrawersNatura:trim:5, Hopseed Trim
StorageDrawersNatura:trim:6, Maple Trim
StorageDrawersNatura:trim:7, Silverbell Trim
StorageDrawersNatura:trim:8, Amaranth Trim
StorageDrawersNatura:trim:9, Tigerwood Trim
StorageDrawersNatura:trim:10, Willow Trim
StorageDrawersNatura:trim:11, Darkwood Trim
StorageDrawersNatura:trim:12, Fusewood Trim
supercraftingframe:supercraftingframe, Super Crafting Frame
supercraftingframe:superitemframe, Super Item Frame
supercraftingframe:supervoidframe, Super Void Frame
symcalc:symmetryCalculator, Symmetry Calculator
Sync:Sync_ShellConstructor, Shell Constructor
Sync:Sync_BlockPlacer:0, Shell Constructor
Sync:Sync_BlockPlacer:1, Shell Storage
Sync:Sync_BlockPlacer:2, Treadmill
Sync:Sync_ItemPlaceholder, Sync Core
TaintedMagic:ItemMaterial:0, Shadowmetal Ingot
TaintedMagic:ItemMaterial:1, Shadow-Imbued Cloth
TaintedMagic:ItemMaterial:2, Crimson-Stained Cloth
TaintedMagic:ItemMaterial:3, Warped Shard
TaintedMagic:ItemMaterial:4, Fluxed Shard
TaintedMagic:ItemMaterial:5, Shard of Creation
TaintedMagic:ItemMaterial:6, Thaumic Alloy
TaintedMagic:ItemMaterial:7, Phial of Crystal Blood
TaintedMagic:ItemMaterial:8, Crimson Plating
TaintedMagic:ItemMaterial:9, Shadowmetal Nugget
TaintedMagic:ItemMaterial:10, Primordial Nodule
TaintedMagic:ItemMaterial:11, Primordial Mote
TaintedMagic:ItemVoidsentBlood, Phial of Voidsent Blood
TaintedMagic:ItemMagicFunguar, Magic Funguar
TaintedMagic:ItemFlyteCharm, Flyte Charm
TaintedMagic:ItemWarpedGoggles, Warped Goggles of Revealing
TaintedMagic:ItemVoidFortressHelmet, Void Fortress Helm
TaintedMagic:ItemVoidFortressChestplate, Void Fortress Cuirass
TaintedMagic:ItemVoidFortressLeggings, Void Fortress Thigh Guards
TaintedMagic:ItemVoidwalkerBoots, Boots of the Voidwalker
TaintedMagic:ItemVoidwalkerSash, Voidwalker's Sash of Runic Shielding
TaintedMagic:ItemShadowFortressHelmet, Shadow Fortress Helm
TaintedMagic:ItemShadowFortressChestplate, Shadow Fortress Cuirass
TaintedMagic:ItemShadowFortressLeggings, Shadow Fortress Thigh Guards
TaintedMagic:ItemVoidmetalGoggles, Voidmetal Goggles of Revealing
TaintedMagic:ItemWandRod:0, Warpwood Rod
TaintedMagic:ItemWandRod:1, Warpwood Staff Core
TaintedMagic:ItemWandCap:0, Shadowmetal Cap
TaintedMagic:ItemWandCap:1, Enchanted Cloth Cap
TaintedMagic:ItemWandCap:2, Crimson-Stained Cloth Cap
TaintedMagic:ItemWandCap:3, Shadow-Imbued Cloth Cap
TaintedMagic:ItemFocusTaint, Wand Focus: Tainted Storm
TaintedMagic:ItemFocusDarkMatter, Wand Focus: Dark Matter
TaintedMagic:ItemFocusMeteorology, Wand Focus: Meteorology
TaintedMagic:ItemFocusTime, Wand Focus: Time
TaintedMagic:ItemFocusMageMace, Wand Focus: Mage's Mace
TaintedMagic:ItemFocusTaintedShockwave, Wand Focus: Tainted Shockwave
TaintedMagic:ItemFocusVisShard, Wand Focus: Vis Shard
TaintedMagic:ItemFocusLumos, Wand Focus: Lumos
TaintedMagic:ItemThaumicDisassembler, Thaumic Disassembler
TaintedMagic:ItemCrystalDagger, Crystal Dagger
TaintedMagic:ItemShadowmetalHoe, Shadowmetal Hoe
TaintedMagic:ItemShadowmetalPick, Shadowmetal Pickaxe
TaintedMagic:ItemShadowmetalAxe, Shadowmetal Hatchet
TaintedMagic:ItemShadowmetalSpade, Shadowmetal Spade
TaintedMagic:ItemShadowmetalSword, Shadowmetal Sword
TaintedMagic:ItemPrimordialEdge, Edge of the Primordials
TaintedMagic:ItemKatana:0, Thaumium Fortress Blade
TaintedMagic:ItemKatana:1, Voidmetal Fortress Blade
TaintedMagic:ItemKatana:2, Shadowmetal Fortress Blade
TaintedMagic:BlockShadowOre, Shadow Ore
TaintedMagic:BlockWarpwoodLog, Warpwood
TaintedMagic:BlockShadowmetal, Block of Shadowmetal
TaintedMagic:BlockWarpwoodPlanks, Warpwood Planks
TaintedMagic:BlockWarpwoodLeaves, Warped Leaves
TaintedMagic:BlockWarpwoodSapling, Warpwood Sapling
TaintedMagic:BlockLumos, Lumos
thaumcraftgates:item.buildcraftPipe.thaumiumpipe:0, Thaumium Pipe
thaumicenergistics:part.base:0, Essentia Import Bus
thaumicenergistics:part.base:1, Essentia Level Emitter
thaumicenergistics:part.base:2, Essentia Storage Bus
thaumicenergistics:part.base:3, Essentia Export Bus
thaumicenergistics:part.base:4, Essentia Terminal
thaumicenergistics:part.base:5, Arcane Crafting Terminal
thaumicenergistics:part.base:6, Vis Relay Interface
thaumicenergistics:part.base:7, Essentia Storage Monitor
thaumicenergistics:part.base:8, Essentia Conversion Monitor
thaumicenergistics:storage.essentia:0, 1k ME Essentia Storage Cell
thaumicenergistics:storage.essentia:1, 4k ME Essentia Storage Cell
thaumicenergistics:storage.essentia:2, 16k ME Essentia Storage Cell
